timestamp,energy_demand_mw,temperature_c,solar_output_mw,is_weekend
2024-01-21 09:00:00,744.0,6.33,164.49,1
2024-01-21 10:00:00,739.4,5.75,248.07,1
2024-01-21 11:00:00,688.88,9.76,207.92,1
2024-01-21 12:00:00,751.85,7.75,244.11,1
2024-01-21 13:00:00,779.37,6.38,216.14,1
2024-01-21 14:00:00,688.49,11.31,240.59,1
2024-01-21 15:00:00,681.99,9.18,165.08,1
2024-01-21 16:00:00,713.35,5.52,114.85,1
2024-01-21 17:00:00,630.2,6.42,68.39,1
2024-01-21 18:00:00,578.75,4.02,0.0,1
2024-01-21 19:00:00,587.82,1.8,0.0,1
2024-01-21 20:00:00,493.74,5.12,0.0,1
2024-01-21 21:00:00,377.61,5.79,0.0,1
2024-01-21 22:00:00,497.79,-2.03,0.0,1
2024-01-21 23:00:00,448.02,0.86,0.0,1
2024-01-22 00:00:00,583.68,-2.32,0.0,0
2024-01-22 01:00:00,614.01,-2.49,0.0,0
2024-01-22 02:00:00,598.7,-2.87,0.0,0
2024-01-22 03:00:00,659.43,-3.24,0.0,0
2024-01-22 04:00:00,630.02,-0.92,0.0,0
2024-01-22 05:00:00,737.25,-1.88,0.0,0
